org.ashalitkin.cbexample.Class0 7 1 0 1 12 0 34 6
org.ashalitkin.cbexample.Class1 2 1 0 0 2 1 6 2
org.ashalitkin.cbexample.Class2 1 3 0 0 2 0 0 1
org.ashalitkin.cbexample.Class3 29 1 0 28 37 352 23 28
org.ashalitkin.cbexample.Class4 10 1 0 6 60 0 10 9
org.ashalitkin.cbexample.Class5 2 1 0 0 2 1 1 2
org.ashalitkin.cbexample.Class6 13 1 0 1 13 78 12 13
org.ashalitkin.cbexample.Class7 6 1 0 3 6 15 8 6
org.ashalitkin.cbexample.Class8 5 1 0 0 5 10 61 5
org.ashalitkin.cbexample.Class9 5 1 0 29 66 4 1 4
org.ashalitkin.cbexample.Class10 5 1 0 4 20 10 3 5
org.ashalitkin.cbexample.Class11 6 1 0 2 6 15 6 6
org.ashalitkin.cbexample.Class12 7 1 0 3 7 21 7 7
org.ashalitkin.cbexample.Class13 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class14 3 1 0 2 3 3 4 3
org.ashalitkin.cbexample.Class15 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class16 2 1 0 2 2 1 3 2
org.ashalitkin.cbexample.Class17 2 1 0 2 2 1 3 2
org.ashalitkin.cbexample.Class18 2 1 0 2 2 1 3 2
org.ashalitkin.cbexample.Class19 2 1 0 2 2 1 4 2
org.ashalitkin.cbexample.Class20 3 1 0 2 3 3 4 3
org.ashalitkin.cbexample.Class21 3 1 0 2 3 3 4 3
org.ashalitkin.cbexample.Class22 3 1 0 2 3 3 7 3
org.ashalitkin.cbexample.Class23 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class24 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class25 2 1 0 2 2 1 3 2
org.ashalitkin.cbexample.Class26 21 1 0 19 65 188 4 8
org.ashalitkin.cbexample.Class27 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class28 16 1 0 16 64 120 1 8
org.ashalitkin.cbexample.Class29 8 1 0 11 45 28 0 7
org.ashalitkin.cbexample.Class30 9 1 0 12 68 36 0 8
org.ashalitkin.cbexample.Class31 5 1 0 11 44 10 0 4
org.ashalitkin.cbexample.Class32 10 1 0 16 57 3 4 5
org.ashalitkin.cbexample.Class33 5 1 0 10 41 10 0 4
org.ashalitkin.cbexample.Class34 4 1 0 11 40 6 0 3
org.ashalitkin.cbexample.Class35 4 1 0 11 33 6 0 3
org.ashalitkin.cbexample.Class36 4 1 0 11 34 6 0 3
org.ashalitkin.cbexample.Class37 4 1 0 11 33 6 0 3
org.ashalitkin.cbexample.Class38 4 1 0 10 34 6 0 3
org.ashalitkin.cbexample.Class39 6 1 0 11 42 15 0 4
org.ashalitkin.cbexample.Class40 5 1 0 10 42 10 0 4
org.ashalitkin.cbexample.Class41 6 1 0 13 53 15 1 5
org.ashalitkin.cbexample.Class42 4 1 0 11 33 6 0 3
org.ashalitkin.cbexample.Class43 4 1 0 11 40 6 0 3
org.ashalitkin.cbexample.Class44 4 1 0 11 37 6 0 3
org.ashalitkin.cbexample.Class45 4 1 0 11 42 6 0 3
org.ashalitkin.cbexample.Class46 3 1 0 1 4 0 1 3
org.ashalitkin.cbexample.Class47 5 1 0 8 39 4 30 4
org.ashalitkin.cbexample.Class48 17 1 0 11 67 30 3 17
org.ashalitkin.cbexample.Class49 6 1 0 1 8 1 28 6
org.ashalitkin.cbexample.Class50 22 1 0 16 94 93 133 15
org.ashalitkin.cbexample.Class51 4 1 0 11 41 6 0 3
org.ashalitkin.cbexample.Class52 4 1 0 11 38 6 0 3
org.ashalitkin.cbexample.Class53 4 1 0 10 34 6 0 3
org.ashalitkin.cbexample.Class54 4 1 0 11 33 6 0 3
org.ashalitkin.cbexample.Class55 5 1 0 11 45 10 0 3
org.ashalitkin.cbexample.Class56 4 1 0 10 32 6 0 3
org.ashalitkin.cbexample.Class57 5 1 0 10 36 10 0 3
org.ashalitkin.cbexample.Class58 4 1 0 10 31 6 0 3
org.ashalitkin.cbexample.Class59 4 1 0 11 33 6 0 3
org.ashalitkin.cbexample.Class60 4 1 0 10 36 6 0 3
org.ashalitkin.cbexample.Class61 2 1 0 2 2 1 8 2
org.ashalitkin.cbexample.Class62 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class63 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class64 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class65 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class66 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class67 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class68 2 1 0 2 2 1 5 2
org.ashalitkin.cbexample.Class69 2 1 0 2 2 1 6 2
org.ashalitkin.cbexample.Class70 2 1 0 2 2 1 8 2
org.ashalitkin.cbexample.Class71 2 1 0 1 3 1 0 2
org.ashalitkin.cbexample.Class72 9 1 0 1 29 30 2 8
org.ashalitkin.cbexample.Class73 5 0 0 3 24 8 0 4
org.ashalitkin.cbexample.Class74 1 1 0 0 1 0 3 1
org.ashalitkin.cbexample.Class75 2 0 0 3 6 1 0 2
org.ashalitkin.cbexample.Class76 53 1 0 22 165 1090 5 51
org.ashalitkin.cbexample.Class77 5 1 0 0 5 10 4 5
org.ashalitkin.cbexample.Class78 2 1 0 2 4 1 1 2
org.ashalitkin.cbexample.Class79 9 1 0 0 17 8 1 8
org.ashalitkin.cbexample.Class80 6 1 0 0 7 3 0 6
org.ashalitkin.cbexample.Class81 73 1 0 8 149 2348 59 72
org.ashalitkin.cbexample.Class82 19 1 0 10 71 113 17 18
org.ashalitkin.cbexample.Class83 2 1 0 2 8 1 0 2
org.ashalitkin.cbexample.Class84 3 2 0 1 24 0 1 3
org.ashalitkin.cbexample.Class85 2 4 0 2 9 1 19 2
org.ashalitkin.cbexample.Class86 3 1 0 0 12 3 0 2
org.ashalitkin.cbexample.Class87 3 1 0 0 9 3 0 3
org.ashalitkin.cbexample.Class88 6 1 0 0 12 0 0 5
org.ashalitkin.cbexample.Class89 5 0 0 4 23 2 5 3
org.ashalitkin.cbexample.Class90 26 0 0 17 126 227 9 23
org.ashalitkin.cbexample.Class91 8 0 0 2 22 14 0 6
org.ashalitkin.cbexample.Class92 12 0 0 3 29 40 5 12
org.ashalitkin.cbexample.Class93 3 0 0 4 36 3 4 3
org.ashalitkin.cbexample.Class94 12 0 0 22 109 0 8 3
org.ashalitkin.cbexample.Class95 4 0 0 4 30 6 6 4
org.ashalitkin.cbexample.Class96 3 0 0 2 12 3 1 3
org.ashalitkin.cbexample.Class97 4 0 0 4 30 6 5 4
org.ashalitkin.cbexample.Class98 3 0 0 3 25 3 3 3
org.ashalitkin.cbexample.Class99 3 0 0 3 34 3 3 3
org.ashalitkin.cbexample.Class100 31 1 22 3 55 391 54 30
org.ashalitkin.cbexample.Class101 3 0 0 3 25 3 3 3
org.ashalitkin.cbexample.Class102 3 0 0 3 18 3 4 3
org.ashalitkin.cbexample.Class103 4 0 0 3 30 6 7 3
org.ashalitkin.cbexample.Class104 3 0 0 2 19 3 4 3
org.ashalitkin.cbexample.Class105 3 0 0 2 19 3 3 3
org.ashalitkin.cbexample.Class106 8 1 0 5 33 26 2 6
org.ashalitkin.cbexample.Class107 13 1 0 1 32 6 6 13
org.ashalitkin.cbexample.Class108 6 0 0 15 58 0 5 6
org.ashalitkin.cbexample.Class109 6 1 0 9 36 15 1 6
org.ashalitkin.cbexample.Class110 5 1 0 0 8 2 2 5
org.ashalitkin.cbexample.Class111 23 0 0 10 141 225 0 5
org.ashalitkin.cbexample.Class112 7 0 0 3 29 13 1 4
org.ashalitkin.cbexample.Class113 3 0 0 3 8 1 0 2
org.ashalitkin.cbexample.Class114 6 0 0 8 48 15 3 5
org.ashalitkin.cbexample.Class115 18 1 0 12 61 15 14 16
org.ashalitkin.cbexample.Class116 12 1 0 7 69 66 3 11
org.ashalitkin.cbexample.Class117 5 0 0 5 34 0 0 3
org.ashalitkin.cbexample.Class118 10 1 0 3 26 33 0 9
org.ashalitkin.cbexample.Class119 5 0 0 3 32 10 0 5
org.ashalitkin.cbexample.Class120 19 1 0 26 122 171 2 10
org.ashalitkin.cbexample.Class121 8 1 0 4 35 0 0 6
org.ashalitkin.cbexample.Class122 45 1 22 2 73 898 23 45
org.ashalitkin.cbexample.Class123 4 0 0 2 33 6 0 3
org.ashalitkin.cbexample.Class124 11 1 0 3 24 41 97 9
org.ashalitkin.cbexample.Class125 5 1 0 0 5 10 3 5
org.ashalitkin.cbexample.Class126 6 1 0 3 22 0 1 6
org.ashalitkin.cbexample.Class127 6 1 0 1 9 9 1 6
org.ashalitkin.cbexample.Class128 49 1 0 40 249 778 15 38
org.ashalitkin.cbexample.Class129 2 0 0 6 40 1 0 2
org.ashalitkin.cbexample.Class130 7 0 0 12 58 21 1 3
org.ashalitkin.cbexample.Class131 2 0 0 5 26 1 0 2
org.ashalitkin.cbexample.Class132 2 0 0 6 50 1 1 2
org.ashalitkin.cbexample.Class133 2 0 0 14 50 1 0 2
org.ashalitkin.cbexample.Class134 11 1 0 1 23 0 1 11
org.ashalitkin.cbexample.Class135 6 1 0 3 15 0 1 6
org.ashalitkin.cbexample.Class136 2 3 0 0 3 1 2 2
org.ashalitkin.cbexample.Class137 3 1 0 2 23 3 1 3
org.ashalitkin.cbexample.Class138 6 0 0 4 34 15 6 6
org.ashalitkin.cbexample.Class139 3 0 0 3 9 1 0 2
org.ashalitkin.cbexample.Class140 3 1 0 5 15 3 11 3
org.ashalitkin.cbexample.Class141 9 1 0 16 62 30 8 8
org.ashalitkin.cbexample.Class142 9 0 0 2 26 36 0 9
org.ashalitkin.cbexample.Class143 4 0 0 7 52 6 1 3
org.ashalitkin.cbexample.Class144 11 1 0 4 36 5 14 10
org.ashalitkin.cbexample.Class145 10 0 0 16 84 19 3 9
org.ashalitkin.cbexample.Class146 2 0 0 2 16 1 0 2
org.ashalitkin.cbexample.Class147 3 3 0 2 23 3 2 3
org.ashalitkin.cbexample.Class148 11 1 0 3 32 55 0 10
org.ashalitkin.cbexample.Class149 7 1 0 0 8 15 1 7
org.ashalitkin.cbexample.Class150 3 0 0 3 9 3 2 1
org.ashalitkin.cbexample.Class151 22 0 4 16 57 183 5 1
org.ashalitkin.cbexample.Class152 0 1 0 0 0 0 2 0
org.ashalitkin.cbexample.Class153 50 0 0 23 166 793 5 6
org.ashalitkin.cbexample.Class154 6 0 0 10 20 13 2 1
org.ashalitkin.cbexample.Class155 6 0 0 7 22 13 1 1
org.ashalitkin.cbexample.Class156 25 1 0 24 79 182 2 12
org.ashalitkin.cbexample.Class157 2 1 0 0 3 1 1 2
org.ashalitkin.cbexample.Class158 10 1 0 15 37 23 2 2
org.ashalitkin.cbexample.Class159 4 0 0 7 11 4 1 1
org.ashalitkin.cbexample.Class160 6 0 0 10 18 13 2 1
org.ashalitkin.cbexample.Class161 7 0 0 12 25 17 1 1
org.ashalitkin.cbexample.Class162 11 0 0 14 38 53 2 1
org.ashalitkin.cbexample.Class163 5 1 0 1 5 10 13 5
org.ashalitkin.cbexample.Class164 12 1 0 2 32 28 1 11
org.ashalitkin.cbexample.Class165 3 1 0 2 9 0 1 2
org.ashalitkin.cbexample.Class166 6 1 0 3 20 1 1 6
org.ashalitkin.cbexample.Class167 3 1 0 2 6 0 1 2
org.ashalitkin.cbexample.Class168 42 1 5 10 67 607 11 42
org.ashalitkin.cbexample.Class169 6 1 0 9 57 15 2 5
org.ashalitkin.cbexample.Class170 7 1 0 10 14 21 1 7
org.ashalitkin.cbexample.Class171 7 1 0 4 10 0 3 7
org.ashalitkin.cbexample.Class172 5 0 0 2 7 4 13 5
org.ashalitkin.cbexample.Class173 3 1 0 3 6 1 0 3
org.ashalitkin.cbexample.Class174 3 1 0 0 5 3 11 2
org.ashalitkin.cbexample.Class175 8 1 0 9 34 0 1 8
org.ashalitkin.cbexample.Class176 2 0 0 2 4 1 11 2
org.ashalitkin.cbexample.Class177 8 1 0 9 35 0 2 8
org.ashalitkin.cbexample.Class178 1 1 0 0 1 0 7 1
org.ashalitkin.cbexample.Class179 16 0 0 4 32 66 25 15
org.ashalitkin.cbexample.Class180 7 1 0 5 13 0 8 5
org.ashalitkin.cbexample.Class181 3 1 0 0 3 3 8 3
org.ashalitkin.cbexample.Class182 15 1 3 7 32 87 4 2
org.ashalitkin.cbexample.Class183 6 0 0 4 20 5 1 2
org.ashalitkin.cbexample.Class184 8 0 1 9 27 24 1 1
org.ashalitkin.cbexample.Class185 19 1 0 3 44 85 2 10
org.ashalitkin.cbexample.Class186 18 3 0 1 36 55 1 5
org.ashalitkin.cbexample.Class187 15 2 0 2 44 71 0 8
org.ashalitkin.cbexample.Class188 1 1 0 0 1 0 8 1
org.ashalitkin.cbexample.Class189 4 0 0 2 6 4 9 4
org.ashalitkin.cbexample.Class190 2 1 0 12 23 1 0 1
org.ashalitkin.cbexample.Class191 14 1 2 9 34 25 9 13
org.ashalitkin.cbexample.Class192 41 1 0 4 41 820 50 41
org.ashalitkin.cbexample.Class193 3 1 0 3 3 3 3 3
org.ashalitkin.cbexample.Class194 46 1 0 21 118 1033 17 45
org.ashalitkin.cbexample.Class195 3 0 0 6 14 3 0 3
org.ashalitkin.cbexample.Class196 10 1 0 5 38 19 2 4
org.ashalitkin.cbexample.Class197 6 1 0 5 6 15 3 6
org.ashalitkin.cbexample.Class198 6 1 0 3 6 15 1 6
org.ashalitkin.cbexample.Class199 15 0 0 7 23 81 3 13
org.ashalitkin.cbexample.Class200 24 0 1 14 54 236 17 16
org.ashalitkin.cbexample.Class201 9 1 0 8 20 36 2 7
org.ashalitkin.cbexample.Class202 2 1 0 1 2 1 35 2
org.ashalitkin.cbexample.Class203 8 1 0 9 22 0 10 8
org.ashalitkin.cbexample.Class204 1 1 0 0 1 0 2 1
org.ashalitkin.cbexample.Class205 1 1 0 0 2 0 0 1
org.ashalitkin.cbexample.Class206 6 1 0 0 10 0 8 6
org.ashalitkin.cbexample.Class207 1 1 0 0 1 0 3 1
org.ashalitkin.cbexample.Class208 6 1 0 6 6 15 22 6
org.ashalitkin.cbexample.Class209 23 0 2 12 57 227 3 1
org.ashalitkin.cbexample.Class210 7 1 0 10 27 9 1 7
org.ashalitkin.cbexample.Class211 25 1 0 11 66 274 0 17
org.ashalitkin.cbexample.Class212 10 1 0 0 10 45 3 10
org.ashalitkin.cbexample.Class213 4 1 0 0 10 0 2 4
org.ashalitkin.cbexample.Class214 13 1 0 5 32 0 1 13
org.ashalitkin.cbexample.Class215 14 1 0 1 29 81 1 13
org.ashalitkin.cbexample.Class216 22 1 0 2 29 163 2 22
org.ashalitkin.cbexample.Class217 24 1 0 3 35 208 14 24
org.ashalitkin.cbexample.Class218 9 1 0 16 98 14 0 6
org.ashalitkin.cbexample.Class219 6 0 0 12 64 13 3 4
org.ashalitkin.cbexample.Class220 18 1 0 4 33 133 25 15
org.ashalitkin.cbexample.Class221 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class222 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class223 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class224 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class225 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class226 3 3 0 0 4 1 0 2
org.ashalitkin.cbexample.Class227 3 1 0 1 7 1 6 2
org.ashalitkin.cbexample.Class228 2 4 0 0 3 0 3 2
org.ashalitkin.cbexample.Class229 26 0 1 14 88 49 15 22
org.ashalitkin.cbexample.Class230 3 1 0 2 20 3 0 3
org.ashalitkin.cbexample.Class231 3 1 0 6 33 3 0 3
org.ashalitkin.cbexample.Class232 3 1 2 2 17 3 10 2
org.ashalitkin.cbexample.Class233 5 1 0 7 41 10 2 4
org.ashalitkin.cbexample.Class234 6 1 0 1 12 0 1 6
org.ashalitkin.cbexample.Class235 0 1 0 0 0 0 6 0
org.ashalitkin.cbexample.Class236 38 1 0 3 74 0 12 38
org.ashalitkin.cbexample.Class237 32 1 0 1 34 466 7 32
org.ashalitkin.cbexample.Class238 9 1 0 0 10 18 0 9
org.ashalitkin.cbexample.Class239 1 1 0 0 2 0 1 0
org.ashalitkin.cbexample.Class240 3 1 0 6 13 3 2 2
org.ashalitkin.cbexample.Class241 5 1 0 5 11 10 3 5
org.ashalitkin.cbexample.Class242 6 1 0 0 10 0 1 6
org.ashalitkin.cbexample.Class243 33 1 0 4 51 376 15 31
org.ashalitkin.cbexample.Class244 43 1 0 0 61 669 1 42
org.ashalitkin.cbexample.Class245 86 1 1 21 214 2719 3 62
org.ashalitkin.cbexample.Class246 17 1 0 2 25 100 4 17
org.ashalitkin.cbexample.Class247 5 1 0 0 11 0 1 5
org.ashalitkin.cbexample.Class248 2 1 0 1 2 1 20 2
org.ashalitkin.cbexample.Class249 8 1 1 2 19 0 11 8
org.ashalitkin.cbexample.Class250 52 1 0 4 76 1172 23 52
org.ashalitkin.cbexample.Class251 2 0 0 3 7 1 7 2
org.ashalitkin.cbexample.Class252 3 1 0 2 20 3 0 3
org.ashalitkin.cbexample.Class253 24 1 0 25 233 180 6 21
org.ashalitkin.cbexample.Class254 2 1 0 0 6 1 14 1
org.ashalitkin.cbexample.Class255 11 1 0 1 18 39 4 11
org.ashalitkin.cbexample.Class256 5 1 0 0 6 6 2 4
org.ashalitkin.cbexample.Class257 3 1 0 1 24 1 4 1
org.ashalitkin.cbexample.Class258 3 1 0 0 16 3 7 3
org.ashalitkin.cbexample.Class259 21 1 0 4 94 198 11 20
org.ashalitkin.cbexample.Class260 14 0 0 14 107 89 4 10
org.ashalitkin.cbexample.Class261 21 1 0 2 31 172 2 21
org.ashalitkin.cbexample.Class262 10 1 0 0 12 37 4 10
org.ashalitkin.cbexample.Class263 6 1 0 0 11 1 2 5
org.ashalitkin.cbexample.Class264 4 1 0 1 12 6 1 3
org.ashalitkin.cbexample.Class265 2 1 0 10 44 1 1 2
org.ashalitkin.cbexample.Class266 8 1 0 4 34 28 4 8
org.ashalitkin.cbexample.Class267 7 0 0 8 40 15 1 5
org.ashalitkin.cbexample.Class268 9 1 0 2 12 6 1 8
